video_id,channel_id,timestamp,content,like_count,event_id
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I got Stardew Valley bc of this video and I haven't stopped playing it since,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"You're farm is so pretty! Mine still looks like a mess :(
All I have is a a 9x9 plot of land and the barn & coop, yet I'm already on the third year. Although Im about to get kids, so thats an achievement I guess.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"From the beginning of the video, I just kept repeating, ""Who'd you marry!"" I'm going for Leah in my game. My name is Nicole! Ahh this video makes me happy.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Looks like the relaxing gameplay of Animal Crossing with the graphics of Terraria, I might have to buy this game.",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Spring's Spectacle Island video has been my favourite all year long but this is right up there alongside it.  I really like this style, especially when Spring reads those in-game letters.  :)",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Well thanks for getting me totally hooked on this game :/,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,More of that!! :-),0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Such a fantastic simple video Nichole! Your joyous demeanor, hard work, and dedication to the ASMR community is much appreciated. Looking forward to your next video!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I love your channel, and before you get to many commenters to respond to them all I have something to ask, can we be steam friends?",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,How do you buy and sell items in the shops? Every time I click on things I just end up attacking them with whatever tool I'm holding it's doing my head in. Please help someone! :(,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Love this Spring! Can't wait for the next season instalments. I actually bought the game after watching this! x,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I love you're gaming videos spring, there so relaxing.",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Please do more of these ??,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Prancing Horse called Niki Lauda.
Perfect!

I really enjoyed this video.",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Tell me I'm not the only one who actually needs VISUAL to achieve the ASMR effect? I mean I don't even need headphones. The whole point is gesture, how the eyes move, all about face you know? 
Maybe this is weird but I don't get triggers just from listening... Or at least it's much harder to get them so",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Really enjoyed this video, hope you make another like it soon! ??",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"Nicole/Springbok/whateveryouwanttobecalled, I made this character that was based off of you named Lilly Anne, and I very recently (last week, like 4-5 days before this video went up) picked up Stardew Valley. I was shocked when I found out that your character has the same hair style, and character romantic choice as I chose for the character that was based on you. xD

I guess the created persona matched well? It made me smile more than anything. Keep up the awesome videos!",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I LOVE HOW YOUR THROWING SHADE AT THESE OTHER CHARACTERS IM LAUGHING WAY TOO HARD,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"I'm so glad you made this video because I had this game saved but wasn't sure if I was gonna like it. Now that it's on sale on steam, I bought it and played for four hours. HOW DO YOU HAVE THIS MANY THINGS? EVERYTHING TAKES ME SO LONG TO GET",0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,"this game is so cute! going to go buy it now, haha. such a beautiful farm, spring, and what a relaxing voice our tourguide had. :) Can't wait to see it come springtime!",1,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Ah I love this what a cool idea! I love Harvest Moon type games :P,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I could never get into this game. Played around with it for about 7 hours but just got a refund on steam.,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,Fectors challenge ruined this game for me.,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I absolutely love this video !!! You are my favourite ??????,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I new it was baced of of howls moving castle see this is exactly why you are an awesome person and youtuber,0,1
_6H6oAzWay0,UC-r8XyqbggZobMiNsqgWkDg,6/25/2016 3:30,I can't wait for another one of these! I loved the video ??,3,1
